"numeroAnexo","descAnexo","item","cest","ncms","descricao"
"Anexo XVII","Pneumáticos, câmaras de ar e protetores de borracha","6.0","1600600","[""40121""]","Pneus recauchutados"
"Anexo XVII","Pneumáticos, câmaras de ar e protetores de borracha","7.0","1600700","[""401290""]","Protetores de borracha, exceto os itens classificados no CEST 16.007.01"
"Anexo XVII","Pneumáticos, câmaras de ar e protetores de borracha","7.1","1600701","[""401290""]","Protetores de borracha para bicicletas"
"Anexo XVII","Pneumáticos, câmaras de ar e protetores de borracha","8.0","1600800","[""4013""]","Câmaras de ar de borracha, exceto os itens classificados no CEST 16.009.00"
"Anexo XVII","Pneumáticos, câmaras de ar e protetores de borracha","9.0","1600900","[""40132000""]","Câmaras de ar de borracha dos tipos utilizados em bicicletas"
"Anexo XVIII","Produtos alimentícios","1.0","1700100","[""17049010""]","Chocolate branco, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os ovos de páscoa de chocolate."
"Anexo XVIII","Produtos alimentícios","2.0","1700200","[""18063110"",""18063120""]","Chocolates contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg"
"Anexo XVIII","Produtos alimentícios","3.0","1700300","[""18063210"",""18063220""]","Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg"
"Anexo XVIII","Produtos alimentícios","4.0","1700400","[""18069000""]","Chocolates e outras preparações alimentícias contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os achocolatados em pó e ovos de páscoa de chocolate."
"Anexo XVIII","Produtos alimentícios","5.0","1700500","[""17049010""]","Ovos de páscoa de chocolate branco"
"Anexo XVIII","Produtos alimentícios","5.1","1700501","[""18069000""]","Ovos de páscoa de chocolate"
"Anexo XVIII","Produtos alimentícios","6.0","1700600","[""18069000""]","Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg"
"Anexo XVIII","Produtos alimentícios","6.1","1700601","[""18061000""]","Cacau em pó, com adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg"
"Anexo XVIII","Produtos alimentícios","7.0","1700700","[""18069000""]","Caixas de bombons contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg"
"Anexo XVIII","Produtos alimentícios","8.0","1700800","[""17049090""]","Bombons, inclusive à base de chocolate branco sem cacau"
"Anexo XVIII","Produtos alimentícios","9.0","1700900","[""18069000""]","Bombons, balas, caramelos, confeitos, pastilhas e outros produtos de confeitaria, contendo cacau"
"Anexo XVIII","Produtos alimentícios","10.0","1701000","[""2009""]","""Sucos de frutas ou de produtos hortícolas; mistura de sucos"""
"Anexo XVIII","Produtos alimentícios","11.0","1701100","[""20098""]","Água de coco"
"Anexo XVIII","Produtos alimentícios","12.0","1701200","[""04021"",""04022"",""04029""]","Leite em pó, blocos ou grânulos, exceto creme de leite"
"Anexo XVIII","Produtos alimentícios","13.0","1701300","[""19011020""]","Farinha láctea"
"Anexo XVIII","Produtos alimentícios","14.0","1701400","[""19011010""]","Leite modificado para alimentação de crianças"
"Anexo XVIII","Produtos alimentícios","15.0","1701500","[""19011090"",""19011030""]","Preparações para alimentação infantil à base de farinhas, grumos, sêmolas ou amidos e outros"
"Anexo XVIII","Produtos alimentícios","16.0","1701600","[""04011010"",""04012010""]","Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo inferior ou igual a 2 litros"
"Anexo XVIII","Produtos alimentícios","16.1","1701601","[""04011010"",""04012010""]","Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo superior a 2 litros e inferior ou igual a 5 litros"
"Anexo XVIII","Produtos alimentícios","17.0","1701700","[""04014010"",""04015010""]","Leite em recipiente de conteúdo inferior ou igual a 1 litro"
"Anexo XVIII","Produtos alimentícios","17.1","1701701","[""04014010"",""04015010""]","Leite em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros"
"Anexo XVIII","Produtos alimentícios","18.0","1701800","[""04011090"",""04012090""]","Leite do tipo pasteurizado em recipiente de conteúdo inferior ou igual a 1 litro"
"Anexo XVIII","Produtos alimentícios","18.1","1701801","[""04011090"",""04012090""]","Leite do tipo pasteurizado em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros"
"Anexo XVIII","Produtos alimentícios","19.0","1701900","[""0401402"",""04022130"",""04022930"",""04029""]","Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg"
"Anexo XVIII","Produtos alimentícios","19.1","1701901","[""0401402"",""04022130"",""04022930"",""04029""]","Creme de leite, em recipiente de conteúdo superior a 1 kg"
"Anexo XVIII","Produtos alimentícios","19.2","1701902","[""040110"",""040120"",""040150"",""040210"",""04022920""]","Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg"
"Anexo XVIII","Produtos alimentícios","20.0","1702000","[""04029""]","Leite condensado, em recipiente de conteúdo inferior ou igual a 1 kg"
"Anexo XVIII","Produtos alimentícios","20.1","1702001","[""04029""]","Leite condensado, em recipiente de conteúdo superior a 1 kg"
"Anexo XVIII","Produtos alimentícios","21.0","1702100","[""403""]","Iogurte e leite fermentado em recipiente de conteúdo inferior ou igual a 2 litros"
"Anexo XVIII","Produtos alimentícios","21.1","1702101","[""403""]","Iogurte e leite fermentado em recipiente de conteúdo superior a 2 litros"
"Anexo XVIII","Produtos alimentícios","22.0","1702200","[""04039000""]","Coalhada"
"Anexo XVIII","Produtos alimentícios","23.0","1702300","[""406""]","Requeijão e similares, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g"
"Anexo XVIII","Produtos alimentícios","23.1","1702301","[""406""]","Requeijão e similares, em recipiente de conteúdo superior a 1 kg"
"Anexo XVIII","Produtos alimentícios","24.0","1702400","[""406""]","Queijos, exceto os dos CEST 17.024.01, 17.024.02, 17.024.03 e 17.024.04"
"Anexo XVIII","Produtos alimentícios","24.1","1702401","[""04061010""]","Queijo muçarela"
"Anexo XVIII","Produtos alimentícios","24.2","17 02402","[""04061090""]","Queijo minas frescal"
"Anexo XVIII","Produtos alimentícios","24.3","17 02403","[""04061090""]","Queijo ricota"
"Anexo XVIII","Produtos alimentícios","24.4","17 02404","[""04061090""]","Queijo petit suisse"
"Anexo XVIII","Produtos alimentícios","25.0","1702500","[""04051000""]","Manteiga, em embalagem de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g"
"Anexo XVIII","Produtos alimentícios","25.1","1702501","[""04051000""]","Manteiga, em embalagem de conteúdo superior a 1 kg"
"Anexo XVIII","Produtos alimentícios","25.2","1702502","[""04059090""]","Manteiga de garrafa"
"Anexo XVIII","Produtos alimentícios","26.0","1702600","[""15171000""]","Margarina e creme vegetal, em recipiente de conteúdo inferior ou igual a 500 g, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g"
"Anexo XVIII","Produtos alimentícios","27.0","1702700","[""15171000""]","Margarina e creme vegetal, em recipiente de conteúdo superior a 500 g e inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a   10 g"
"Anexo XVIII","Produtos alimentícios","27.1","1702701","[""15171000""]","Margarina e creme vegetal, em recipiente de conteúdo superior a de 1 kg"
"Anexo XVIII","Produtos alimentícios","27.2","1702702","[""151790""]","Outras margarinas e cremes vegetais em recipiente de conteúdo inferior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g"
"Anexo XVIII","Produtos alimentícios","28.0","1702800","[""15162000""]","Gorduras e óleos vegetais e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g"
"Anexo XVIII","Produtos alimentícios","28.1","1702801","[""15162000""]","Gorduras e óleos vegetais e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo, em recipiente de conteúdo superior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g"
"Anexo XVIII","Produtos alimentícios","29.0","1702900","[""19019020""]","Doces de leite"
"Anexo XVIII","Produtos alimentícios","30.0","1703000","[""19041000"",""19049000""]","Produtos à base de cereais, obtidos por expansão ou torrefação"
"Anexo XVIII","Produtos alimentícios","31.0","1703100","[""19059090""]","Salgadinhos diversos"
"Anexo XVIII","Produtos alimentícios","32.0","1703200","[""20052000"",""20059""]","Batata frita, inhame e mandioca fritos"
"Anexo XVIII","Produtos alimentícios","33.0","1703300","[""20081""]","Amendoim e castanhas tipo aperitivo, em embalagem de conteúdo inferior ou igual a 1 kg"
"Anexo XVIII","Produtos alimentícios","33.1","1703301","[""20081""]","Amendoim e castanhas tipo aperitivo, em embalagem de conteúdo superior a 1 kg"
"Anexo XVIII","Produtos alimentícios","34.0","1703400","[""21032010""]","Catchup em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"Anexo XVIII","Produtos alimentícios","35.0","1703500","[""21039021"",""21039091""]","Condimentos e temperos compostos, incluindo molho de pimenta e outros molhos, em embalagens imediatas de conteúdo inferior ou igual a 1 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 3 g"
"Anexo XVIII","Produtos alimentícios","36.0","1703600","[""21031010""]","Molhos de soja preparados em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"Anexo XVIII","Produtos alimentícios","37.0","1703700","[""21033010""]","Farinha de mostarda em embalagens de conteúdo inferior ou igual a 1 kg"
"Anexo XVIII","Produtos alimentícios","38.0","1703800","[""21033021""]","Mostarda preparada em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"Anexo XVIII","Produtos alimentícios","39.0","1703900","[""21039011""]","Maionese em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"Anexo XVIII","Produtos alimentícios","40.0","1704000","[""2002""]","Tomates preparados ou conservados, exceto em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg"
"Anexo XVIII","Produtos alimentícios","41.0","1704100","[""21032010""]","Molhos de tomate em embalagens imediatas de conteúdo inferior ou igual a 1 kg"
"Anexo XVIII","Produtos alimentícios","42.0","1704200","[""17049090"",""19042000"",""19049000""]","Barra de cereais"
"Anexo XVIII","Produtos alimentícios","43.0","1704300","[""18063120"",""18063220"",""18069000""]","Barra de cereais contendo cacau"
"Anexo XVIII","Produtos alimentícios","44.0","1704400","[""11010010""]","Farinha de trigo, em embalagem inferior ou igual a 1 kg"
"Anexo XVIII","Produtos alimentícios","44.1","1704401","[""11010010""]","Farinha de trigo, em embalagem superior a 1kg e inferior a 5 kg"
"Anexo XVIII","Produtos alimentícios","44.2","1704402","[""11010010""]","Farinha de trigo especial, em embalagem igual a 5 kg"
"Anexo XVIII","Produtos alimentícios","44.3","1704403","[""11010010""]","Farinha de trigo especial, em embalagem superior a 5 kg e inferior ou igual a 25 Kg"
"Anexo XVIII","Produtos alimentícios","44.4","1704404","[""11010010""]","Farinha de trigo especial, em embalagem superior a 25 kg e inferior ou igual a 50 Kg"
"Anexo XVIII","Produtos alimentícios","44.5","1704405","[""11010010""]","Farinha de trigo comum, em embalagem igual a 5 kg"
"Anexo XVIII","Produtos alimentícios","44.6","1704406","[""11010010""]","Farinha de trigo comum, em embalagem superior a 5 kg e inferior ou igual a 25 Kg"
"Anexo XVIII","Produtos alimentícios","44.7","1704407","[""11010010""]","Farinha de trigo comum, em embalagem superior a 25 kg e inferior ou igual a 50 Kg"
"Anexo XVIII","Produtos alimentícios","44.8","1704408","[""11010010""]","Farinha de trigo doméstica especial, em embalagem superior e igual a 5 Kg e inferior e igual a 10 Kg"
"Anexo XVIII","Produtos alimentícios","44.9","1704409","[""11010010""]","Farinha de trigo doméstica com fermento, em embalagem superior e igual a 5 Kg e inferior e igual a 10 kg"
"Anexo XVIII","Produtos alimentícios","46.0","1704600","[""19012000"",""19019090""]","Misturas e preparações para bolos e pães, em embalagem inferior ou igual a 25 Kg"
"Anexo XVIII","Produtos alimentícios","46.1","1704601","[""19012000"",""19019090""]","Misturas e preparações para bolos e pães, em embalagem superior a 25 Kg e inferior ou igual a 50 Kg"
"Anexo XVIII","Produtos alimentícios","47.0","1704700","[""19023000""]","Massas alimentícias tipo instantânea"
"Anexo XVIII","Produtos alimentícios","48.0","1704800","[""1902""]","Massas alimentícias, cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, exceto as massas alimentícias tipo instantânea"
"Anexo XVIII","Produtos alimentícios","48.1","1704801","[""19024000""]","Cuscuz"
"Anexo XVIII","Produtos alimentícios","49.0","1704900","[""19021""]","Massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo"
"Anexo XVIII","Produtos alimentícios","49.1","1704901","[""19021""]","Massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo"
"Anexo XVIII","Produtos alimentícios","49.2","1704902","[""19021""]","Massas alimentícias do tipo granoduro, não cozidas, nem recheadas, nem preparadas de outro modo"
"Anexo XVIII","Produtos alimentícios","50.0","1705000","[""190520""]","Pães industrializados, inclusive de especiarias, exceto panetones e bolo de forma"
"Anexo XVIII","Produtos alimentícios","51.0","1705100","[""19052090""]","Bolo de forma, inclusive de especiarias"
"Anexo XVIII","Produtos alimentícios","52.0","1705200","[""19052010""]","Panetones"
"Anexo XVIII","Produtos alimentícios","53.0","1705300","[""19053100""]","""Biscoitos e bolachas derivados de farinha de trigo; (exceto dos tipos """"cream cracker"""", """"água e sal"""", """"maisena"""", """"maria"""" e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial)"""
"Anexo XVIII","Produtos alimentícios","53.1","1705301","[""19053100""]","Biscoitos e bolachas derivados de farinha de trigo dos tipos “maisena” e “maria” e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial. Exceto o CEST 17.053.02"
"Anexo XVIII","Produtos alimentícios","53.2","1705302","[""19053100""]","""Biscoitos e bolachas derivados de farinha de trigo dos tipos """"cream cracker"""" e """"água e sal"""""""
"Anexo XVIII","Produtos alimentícios","54.0","1705400","[""19053100""]","""Biscoitos e bolachas não derivados de farinha de trigo; (exceto dos tipos """"cream cracker"""", """"água e sal"""", """"maisena"""" e """"maria"""" e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial)"""
"Anexo XVIII","Produtos alimentícios","54.1","1705401","[""19053100""]","Biscoitos e bolachas não derivados de farinha de trigo dos tipos “maisena” e “maria” e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial. Exceto o CEST 17.054.02"
"Anexo XVIII","Produtos alimentícios","54.2","1705402","[""19053100""]","""Biscoitos e bolachas não derivados de farinha de trigo dos tipos """"cream cracker"""" e """"água e sal"""""""
"Anexo XVIII","Produtos alimentícios","56.0","1705600","[""19059020""]","""Biscoitos e bolachas derivados de farinha de trigo dos tipos """"cream cracker"""" e """"água e sal"""""""
"Anexo XVIII","Produtos alimentícios","56.1","1705601","[""19059020""]","""Biscoitos e bolachas não derivados de farinha de trigo dos tipos """"cream cracker"""" e """"água e sal"""""""
"Anexo XVIII","Produtos alimentícios","56.2","1705602","[""19059020""]","Outras bolachas, exceto casquinhas para sorvete e os biscoitos e bolachas relacionados nos CEST 17.056.00 e 17.056.01"
"Anexo XVIII","Produtos alimentícios","57.0","1705700","[""19053200""]","“Waffles” e “wafers” - sem cobertura"
"Anexo XVIII","Produtos alimentícios","58.0","1705800","[""19053200""]","“Waffles” e “wafers”- com cobertura"
"Anexo XVIII","Produtos alimentícios","59.0","1705900","[""19054000""]","Torradas, pão torrado e produtos semelhantes torrados "
"Anexo XVIII","Produtos alimentícios","60.0","1706000","[""19059010""]","Outros pães de forma"
"Anexo XVIII","Produtos alimentícios","62.0","1706200","[""19059090""]","""Outros pães e bolos industrializados e produtos de panificação não especificados anteriormente; exceto casquinhas para sorvete e pão francês de até 200 g"""
"Anexo XVIII","Produtos alimentícios","63.0","1706300","[""19051000""]","Pão denominado knackebrot"
"Anexo XVIII","Produtos alimentícios","64.0","1706400","[""190590""]","Demais pães industrializados"
"Anexo XVIII","Produtos alimentícios","65.0","1706500","[""15079011""]","Óleo de soja refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"Anexo XVIII","Produtos alimentícios","66.0","1706600","[""1508""]","Óleo de amendoim refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"Anexo XVIII","Produtos alimentícios","67.0","1706700","[""1509""]","Azeites de oliva, em recipientes com capacidade inferior a 2 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 20 mililitros"
"Anexo XVIII","Produtos alimentícios","67.1","1706701","[""1509""]","Azeites de oliva, em recipientes com capacidade igual ou superior a 2 litros e inferior ou igual a 5 litros"
"Anexo XVIII","Produtos alimentícios","67.2","1706702","[""1509""]","Azeites de oliva, em recipientes com capacidade superior a 5 litros"
"Anexo XVIII","Produtos alimentícios","68.0","1706800","[""15100000""]","Outros óleos e respectivas frações, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas não quimicamente modificados, e misturas desses óleos ou frações com óleos ou frações da posição 15.09, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"Anexo XVIII","Produtos alimentícios","69.0","1706900","[""15121911"",""15122910""]","Óleo de girassol ou de algodão refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"Anexo XVIII","Produtos alimentícios","70.0","1707000","[""15141""]","Óleo de canola, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"Anexo XVIII","Produtos alimentícios","71.0","1707100","[""15151900""]","Óleo de linhaça refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"Anexo XVIII","Produtos alimentícios","72.0","1707200","[""15152910""]","Óleo de milho refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"Anexo XVIII","Produtos alimentícios","73.0","1707300","[""15122990""]","Outros óleos refinados, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"Anexo XVIII","Produtos alimentícios","74.0","1707400","[""15179010""]","Misturas de óleos refinados, para consumo humano, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros"
"Anexo XVIII","Produtos alimentícios","75.0","1707500","[""1511"",""1513"",""1514"",""1515"",""1516"",""1518""]","Outros óleos vegetais comestíveis não especificados anteriormente"
"Anexo XVIII","Produtos alimentícios","76.0","1707600","[""16010000""]","""Enchidos (embutidos) e produtos semelhantes, de carne, miudezas ou sangue; exceto salsicha, linguiça e mortadela"""
"Anexo XVIII","Produtos alimentícios","77.0","1707700","[""16010000""]","Salsicha e linguiça"
"Anexo XVIII","Produtos alimentícios","78.0","1707800","[""16010000""]","Mortadela"
"Anexo XVIII","Produtos alimentícios","79.0","1707900","[""1602""]","Outras preparações e conservas de carne, miudezas ou de sangue"
"Anexo XVIII","Produtos alimentícios","80.0","1708000","[""1604""]","""Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe; exceto sardinha em conserva"""
"Anexo XVIII","Produtos alimentícios","81.0","1708100","[""1604""]","Sardinha em conserva"
"Anexo XVIII","Produtos alimentícios","82.0","1708200","[""1605""]","Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas"
"Anexo XVIII","Produtos alimentícios","83.0","1708300","[""02102000"",""02109900"",""1502""]","Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação"
"Anexo XVIII","Produtos alimentícios","84.0","1708400","[""201"",""202"",""204"",""206""]","Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados"
"Anexo XVIII","Produtos alimentícios","85.0","1708500","[""204""]","Carnes de animais das espécies caprina, frescas, refrigeradas ou congeladas"
"Anexo XVIII","Produtos alimentícios","86.0","1708600","[""02109900"",""15021019"",""15029000""]","Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos"
"Anexo XVIII","Produtos alimentícios","87.0","1708700","[""207"",""209"",""02109900"",""1501""]","Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves"
"Anexo XVIII","Produtos alimentícios","87.1","1708701","[""203"",""206"",""209"",""02101"",""02109900"",""1501""]","Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos"
"Anexo XVIII","Produtos alimentícios","88.0","1708800","[""710""]","Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo inferior ou igual a 1 kg"
"Anexo XVIII","Produtos alimentícios","88.1","1708801","[""710""]","Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo superior a 1 kg"
"Anexo XVIII","Produtos alimentícios","89.0","1708900","[""811""]","Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg"
"Anexo XVIII","Produtos alimentícios","89.1","1708901","[""811""]","Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg"
"Anexo XVIII","Produtos alimentícios","90.0","1709000","[""2001""]","Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg"
"Anexo XVIII","Produtos alimentícios","90.1","1709001","[""2001""]","Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo superior a 1 kg"
"Anexo XVIII","Produtos alimentícios","91.0","1709100","[""2004""]","Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo inferior ou igual a 1 kg"
"Anexo XVIII","Produtos alimentícios","91.1","1709101","[""2004""]","Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo superior a 1 kg"
"Anexo XVIII","Produtos alimentícios","92.0","1709200","[""2005""]","Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo inferior ou igual a 1 kg"
"Anexo XVIII","Produtos alimentícios","92.1","1709201","[""2005""]","Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo superior a 1 kg"
"Anexo XVIII","Produtos alimentícios","93.0","1709300","[""20060000""]","Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo inferior ou igual a 1 kg"
"Anexo XVIII","Produtos alimentícios","93.1","1709301","[""20060000""]","Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo superior a 1 kg"
"Anexo XVIII","Produtos alimentícios","94.0","1709400","[""2007""]","Doces, geléias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g"
"Anexo XVIII","Produtos alimentícios","94.1","1709401","[""2007""]","Doces, geléias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg"
"Anexo XVIII","Produtos alimentícios","95.0","1709500","[""2008""]","Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens de conteúdo inferior ou igual a 1 kg"
"Anexo XVIII","Produtos alimentícios","95.1","1709501","[""2008""]","Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens superior a 1 kg"
"Anexo XVIII","Produtos alimentícios","96.0","1709600","[""901""]","Café torrado e moído, em embalagens de conteúdo inferior ou igual a 2 kg"
"Anexo XVIII","Produtos alimentícios","96.1","1709601","[""901""]","Café torrado e moído, em embalagens de conteúdo superior a 2 kg"
"Anexo XVIII","Produtos alimentícios","96.2","1709602","[""901""]","Café torrado em grãos, em embalagens de conteúdo inferior ou igual a 2 kg"
"Anexo XVIII","Produtos alimentícios","96.3","1709603","[""901""]","Café torrado em grãos, em embalagens de conteúdo superior a 2 kg"
"Anexo XVIII","Produtos alimentícios","97.0","1709700","[""902"",""12119090"",""21069090""]","Chá, mesmo aromatizado"
"Anexo XVIII","Produtos alimentícios","98.0","1709800","[""090300""]","Mate"
"Anexo XVIII","Produtos alimentícios","99.0","1709900","[""17011"",""17019900""]","Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"Anexo XVIII","Produtos alimentícios","99.1","1709901","[""17011"",""17019900""]","Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg"
"Anexo XVIII","Produtos alimentícios","99.2","1709902","[""17011"",""17019900""]","Açúcar refinado, em embalagens de conteúdo superior a 5 kg"
"Anexo XVIII","Produtos alimentícios","100.0","1710000","[""17019100""]","Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"Anexo XVIII","Produtos alimentícios","100.1","1710001","[""17019100""]","Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg"
"Anexo XVIII","Produtos alimentícios","100.2","1710002","[""17019100""]","Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 5 kg"
"Anexo XVIII","Produtos alimentícios","101.0","1710100","[""17011"",""17019900""]","Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"Anexo XVIII","Produtos alimentícios","101.1","1710101","[""17011"",""17019900""]","Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg"
"Anexo XVIII","Produtos alimentícios","101.2","1710102","[""17011"",""17019900""]","Açúcar cristal, em embalagens de conteúdo superior a 5 kg"
